date,u_t,C_fee,base_fee_gwei,G_eff,gas_price_gwei,S_t,S_regime,l1_tx_count,l2_tx_total,A_t,arbitrum_tx_count,A_arbitrum,optimism_tx_count,A_optimism,base_tx_count,A_base,P_calldata_bytes,P_calldata_mb,eth_close_usd,eth_return_1d,eth_return_1d_log,eth_volatility_30d,eth_price_log,regime_pre_london,regime_post_london,regime_post_merge,regime_post_dencun,weekday,is_weekend,day_of_month,is_month_end,D_star_lite,D_star_lite_evr,D_eth_return,D_cex_volume,D_trends,realized_volatility,cex_volume_log,trends_ethereum,stablecoin_net_usd,D_star
2015-11-12,,,,24.801664585145108,59050838844.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,12,False,,,,,,,,,,
2015-11-13,,,,24.665516921978675,51534479321.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,13,False,,,,,,,,,,
2015-11-14,,,,24.65932683069643,51216461485.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,14,False,,,,,,,,,,
2015-11-15,,,,24.66558133316781,51537798825.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,15,False,,,,,,,,,,
2015-11-16,,,,24.762239300387805,56768038418.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,16,False,,,,,,,,,,
2015-11-17,,,,24.754028923099398,56303859554.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,17,False,,,,,,,,,,
2015-11-18,,,,24.70324449399091,53515892028.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,18,False,,,,,,,,,,
2015-11-19,,,,24.71446134797515,54119551224.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,19,False,,,,,,,,,,
2015-11-20,,,,24.719352302035762,54384895828.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,20,False,,,,,,,,,,
2015-11-21,,,,24.712983537098843,54039631830.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,21,False,,,,,,,,,,
2015-11-22,,,,24.708416094535313,53793371733.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,22,False,,,,,,,,,,
2015-11-23,,,,24.74198405288081,55629754775.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,23,False,,,,,,,,,,
2015-11-24,,,,24.78444573747443,58042755370.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,24,False,,,,,,,,,,
2015-11-25,,,,24.716606087129758,54235748106.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,25,False,,,,,,,,,,
2015-11-26,,,,24.711997190234577,53986356287.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,26,False,,,,,,,,,,
2015-11-27,,,,24.702135107533827,53456555142.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,27,False,,,,,,,,,,
2015-11-28,,,,24.718023608859326,54312682973.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,28,True,,,,,,,,,,
2015-11-29,,,,24.69959960168262,53321187419.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,29,True,,,,,,,,,,
2015-11-30,,,,24.734215103070575,55199244474.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,30,True,,,,,,,,,,
2015-12-01,,,,24.727648262621322,54837947431.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,1,False,,,,,,,,,,
2015-12-02,,,,24.704606770006368,53588845124.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,2,False,,,,,,,,,,
2015-12-03,,,,24.704159094970787,53564860105.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,3,False,,,,,,,,,,
2015-12-04,,,,24.71077130196606,53920215595.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,4,False,,,,,,,,,,
2015-12-05,,,,24.720186257552243,54430269329.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,5,False,,,,,,,,,,
2015-12-06,,,,24.7104855940484,53904812363.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,6,False,,,,,,,,,,
2015-12-07,,,,24.71204404629062,53988885934.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,7,False,,,,,,,,,,
2015-12-08,,,,24.70749065886448,53743612456.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,8,False,,,,,,,,,,
2015-12-09,,,,24.725749385934293,54733915734.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,9,False,,,,,,,,,,
2015-12-10,,,,24.729475665959576,54938250098.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,10,False,,,,,,,,,,
2015-12-11,,,,24.787078992324915,58195798149.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,11,False,,,,,,,,,,
2015-12-12,,,,24.809014382081976,59486449382.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,12,False,,,,,,,,,,
2015-12-13,,,,24.76106913237179,56701649126.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,13,False,,,,,,,,,,
2015-12-14,,,,24.700563349863966,53372600387.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,14,False,,,,,,,,,,
2015-12-15,,,,24.86083479453953,62650330558.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,15,False,,,,,,,,,,
2015-12-16,,,,24.712736273185527,54026271431.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,16,False,,,,,,,,,,
2015-12-17,,,,24.732075772464416,55081281267.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,17,False,,,,,,,,,,
2015-12-18,,,,24.73122881000271,55034649240.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,18,False,,,,,,,,,,
2015-12-19,,,,24.71024257170768,53891713881.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,19,False,,,,,,,,,,
2015-12-20,,,,24.70000254804767,53342677327.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,20,False,,,,,,,,,,
2015-12-21,,,,24.702315070819516,53466176225.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,21,False,,,,,,,,,,
2015-12-22,,,,24.705320767538222,53627121090.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,22,False,,,,,,,,,,
2015-12-23,,,,24.7425950455482,55663754533.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,23,False,,,,,,,,,,
2015-12-24,,,,24.689631481840074,52792315740.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,24,False,,,,,,,,,,
2015-12-25,,,,24.70389643726001,53550792729.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,25,False,,,,,,,,,,
2015-12-26,,,,24.70623097965858,53675955367.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,26,False,,,,,,,,,,
2015-12-27,,,,24.925661083276218,66846252680.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,27,False,,,,,,,,,,
2015-12-28,,,,24.695595870441082,53108130511.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,28,True,,,,,,,,,,
2015-12-29,,,,24.707218765169912,53729001893.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,29,True,,,,,,,,,,
2015-12-30,,,,24.761336026307983,56716784472.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,30,True,,,,,,,,,,
2015-12-31,,,,24.777849908432184,57661175081.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,31,True,,,,,,,,,,
2016-01-01,,,,24.72599873694654,54747565393.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,1,False,,,,,,,,,,
2016-01-02,,,,24.69964209343819,53323453178.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,2,False,,,,,,,,,,
2016-01-03,,,,24.699996250537414,53342341402.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,3,False,,,,,,,,,,
2016-01-04,,,,24.712954576045455,54038066808.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,4,False,,,,,,,,,,
2016-01-05,,,,24.76769381473341,57078526509.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,5,False,,,,,,,,,,
2016-01-06,,,,24.70713471996908,53724486418.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,6,False,,,,,,,,,,
2016-01-07,,,,24.69870556417422,53273537581.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,7,False,,,,,,,,,,
2016-01-08,,,,24.708548923863418,53800517545.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,8,False,,,,,,,,,,
2016-01-09,,,,24.69877090065171,53277018400.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,9,False,,,,,,,,,,
2016-01-10,,,,24.695531870715815,53104731714.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,10,False,,,,,,,,,,
2016-01-11,,,,24.711144249726555,53940328769.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,11,False,,,,,,,,,,
2016-01-12,,,,24.72194855365705,54526276152.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,12,False,,,,,,,,,,
2016-01-13,,,,24.788114616925167,58256098368.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,13,False,,,,,,,,,,
2016-01-14,,,,24.735140626210356,55250356301.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,14,False,,,,,,,,,,
2016-01-15,,,,24.7761380272786,57562550443.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,15,False,,,,,,,,,,
2016-01-16,,,,24.73333238723974,55150540726.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,16,False,,,,,,,,,,
2016-01-17,,,,24.70253098494426,53477721574.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,17,False,,,,,,,,,,
2016-01-18,,,,24.71124754576393,53945900879.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,18,False,,,,,,,,,,
2016-01-19,,,,24.707932739484693,53767376718.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,19,False,,,,,,,,,,
2016-01-20,,,,24.743633997443638,55721616549.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,20,False,,,,,,,,,,
2016-01-21,,,,24.82820876849773,60639283859.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,21,False,,,,,,,,,,
2016-01-22,,,,24.752098053831368,56195249052.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,22,False,,,,,,,,,,
2016-01-23,,,,24.73972559686238,55504259187.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,23,False,,,,,,,,,,
2016-01-24,,,,24.79997935777495,58951408559.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,24,False,,,,,,,,,,
2016-01-25,,,,24.761964152891384,56752420983.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,25,False,,,,,,,,,,
2016-01-26,,,,24.80004638176441,58955359850.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,26,False,,,,,,,,,,
2016-01-27,,,,24.79548486227265,58687046251.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,27,False,,,,,,,,,,
2016-01-28,,,,24.751831313791453,56180261528.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,28,True,,,,,,,,,,
2016-01-29,,,,24.80938736865066,59508641167.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,29,True,,,,,,,,,,
2016-01-30,,,,24.93092056794992,67198755701.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,30,True,,,,,,,,,,
2016-01-31,,,,24.921143899043965,66544976813.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,31,True,,,,,,,,,,
2016-02-01,,,,24.915494496179814,66170097350.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,1,False,,,,,,,,,,
2016-02-02,,,,24.909332445389747,65763607541.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,2,False,,,,,,,,,,
2016-02-03,,,,24.88431473529716,64138762372.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,3,False,,,,,,,,,,
2016-02-04,,,,25.019312640045612,73409019027.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,4,False,,,,,,,,,,
2016-02-05,,,,24.946693304131546,68267066894.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,5,False,,,,,,,,,,
2016-02-06,,,,25.60543717618871,131916789237.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,6,False,,,,,,,,,,
2016-02-07,,,,25.126005788646985,81674346130.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,7,False,,,,,,,,,,
2016-02-08,,,,25.111084649163224,80464718771.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,8,False,,,,,,,,,,
2016-02-09,,,,25.547653115115242,124510154916.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,9,False,,,,,,,,,,
2016-02-10,,,,25.674980298567917,141417210581.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,10,False,,,,,,,,,,
2016-02-11,,,,24.919361615991644,66426480457.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,11,False,,,,,,,,,,
2016-02-12,,,,24.863217108184035,62799761220.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,12,False,,,,,,,,,,
2016-02-13,,,,24.779029723376947,57729244744.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,13,False,,,,,,,,,,
2016-02-14,,,,24.70256499925919,53479540613.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,14,False,,,,,,,,,,
2016-02-15,,,,24.762598206242014,56788416456.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,15,False,,,,,,,,,,
2016-02-16,,,,24.745301191552038,55814592783.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,16,False,,,,,,,,,,
2016-02-17,,,,24.72333416868265,54601880947.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,17,False,,,,,,,,,,
2016-02-18,,,,24.721722855818594,54513971078.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,18,False,,,,,,,,,,
2016-02-19,,,,24.723450287702,54608221632.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,19,False,,,,,,,,,,
2016-02-20,,,,24.708134734182682,53778238540.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,20,False,,,,,,,,,,
2016-02-21,,,,24.7169637748503,54255151037.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,21,False,,,,,,,,,,
2016-02-22,,,,24.81055188938052,59577980579.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,22,False,,,,,,,,,,
