date,bf_obs_gwei,total_gas_used,A_t_observed,D_star,tip_obs_gwei,bf_cf_gwei,bf_cf_median_gwei,bf_cf_p05_gwei,bf_cf_p95_gwei,bf_cf_sd_gwei,delta_mean_gwei,delta_p05_gwei,delta_p95_gwei,delta_sd_gwei,prob_cf_gt_obs,prob_delta_negative,bf_cf_gwei_capped,bf_cf_p05_gwei_capped,bf_cf_p95_gwei_capped,is_capped,A_t_counterfactual,window_limited,model_type
2023-10-28,13.76299536101857,107789681968,0.7703516888568054,2.236342668998306,4.075458608954247,15.56480349144532,15.452379364378785,11.532605876037763,19.724536943729202,2.4809458247258025,1.80180813042678,-2.230389484980807,5.961541582710632,2.4809458247258025,0.77125,0.22875,15.56480349144532,11.532605876037763,19.724536943729202,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-10-29,14.02045884080171,107819983084,0.7487587109019763,2.0861834765130514,3.730315674023919,14.892389618480216,14.819545654318595,11.159785005534092,18.752811104966362,2.3199474515239267,0.8719307776784967,-2.8606738352676198,4.732352264164651,2.3199474515239267,0.6495,0.3505,14.892389618480216,11.159785005534092,18.752811104966362,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-10-30,21.870532995080232,107827177101,0.7308358363074007,1.5940945489413596,4.730815048670867,21.976322943608825,22.0434849872827,18.162200898742874,25.63742657269686,2.273101313973818,0.10578994852858115,-3.708332096337357,3.7668935776166292,2.273101313973818,0.53125,0.46875,21.976322943608825,18.162200898742874,25.63742657269686,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-10-31,24.268844047837796,107631123242,0.7295624497075993,1.6659378522537793,5.0515332162746915,23.658154574554437,23.741907451667792,19.71206786324427,27.335753605798395,2.305072876650975,-0.610689473283386,-4.556776184593527,3.0669095579606025,2.305072876650975,0.3985,0.6015,23.658154574554437,19.71206786324427,27.335753605798395,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-01,26.03745840251109,107945356524,0.7349308895948415,1.016126252573654,4.9774688546090395,26.728887146335076,26.622152379851453,23.16994176583658,30.54670111618981,2.2287567347684996,0.691428743824019,-2.867516636674511,4.509242713678723,2.2287567347684996,0.614,0.386,26.728887146335076,23.16994176583658,30.54670111618981,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-02,25.856280445981156,107597693913,0.730585626421127,1.2986652868291095,4.636851628268016,26.169371684600282,26.147094237844314,22.414907177982684,29.917429318532204,2.2852676412375987,0.31309123861914173,-3.441373267998474,4.0611488725510485,2.2852676412375983,0.563,0.437,26.169371684600282,22.414907177982684,29.917429318532204,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-03,22.074733175842077,107677024419,0.7382472671717933,1.4083157233235635,4.58600150467726,22.625239738779847,22.575155231007965,18.910915516698537,26.494871197972067,2.303005523840244,0.5505065629377291,-3.1638176591435374,4.420138022129988,2.3030055238402434,0.59175,0.40825,22.625239738779847,18.910915516698537,26.494871197972067,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-04,16.350103636495913,107692112646,0.781855876765836,1.9346736039600847,3.9522426489743947,18.840422241839867,18.78028343201662,14.898555783421166,22.980901153898095,2.497650184779109,2.490318605343957,-1.4515478530747472,6.630797517402184,2.4976501847791095,0.84375,0.15625,18.840422241839867,14.898555783421166,22.980901153898095,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-05,19.08082799577823,107653059068,0.7717561643019368,1.3021037081684246,4.450853708191673,21.368681881553492,21.261176524770512,17.62265052890228,25.594491404906165,2.449416652460758,2.28785388577524,-1.45817746687595,6.513663409127937,2.449416652460758,0.82975,0.17025,21.368681881553492,17.62265052890228,25.594491404906165,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-06,30.00516518529783,107776634539,0.7151409846353355,1.375101162005886,5.581090430088055,28.536554861234873,28.64814610902458,24.660252030100807,32.106477134695965,2.2945227162400994,-1.4686103240629376,-5.344913155197025,2.1013119493981294,2.294522716240099,0.259,0.741,28.536554861234873,24.660252030100807,32.106477134695965,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-07,27.725372449989276,107902868960,0.7437185313337559,1.1433374044055178,4.178722436615126,29.424003576615295,29.329172289291918,25.840684101865996,33.435874038697456,2.321950697122642,1.6986311266259484,-1.8846883481232797,5.710501588708177,2.3219506971226425,0.7685,0.2315,29.424003576615295,25.840684101865996,33.435874038697456,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-08,31.86806244416528,107937804240,0.7606416596275646,1.6453504957017242,4.836190327587798,33.28573793614427,33.20801330358225,29.59775215520423,37.09077883217619,2.325250707592362,1.4176754919790011,-2.27031028896105,5.222716388010908,2.325250707592362,0.736,0.264,33.28573793614427,29.59775215520423,37.09077883217619,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-09,49.73681718947975,107941360503,0.7458237755565631,-0.8283859069358551,6.281703121247237,48.85345562262737,49.011682316279106,44.76007935357831,52.48282716934737,2.393871955144013,-0.8833615668524686,-4.9767378359014405,2.7460099798676127,2.393871955144013,0.3625,0.6375,48.85345562262737,44.76007935357831,52.48282716934737,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-10,38.926638923613076,107972463441,0.6776409242266808,0.24435248185336025,6.2894330011058726,36.90360053055921,36.97099656608822,32.95096875024132,40.8213285913878,2.4112953066676037,-2.0230383930539095,-5.975670173371755,1.8946896677747236,2.411295306667603,0.19225,0.80775,36.90360053055921,32.95096875024132,40.8213285913878,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-11,29.186435607982087,107895921915,0.7362553163410672,0.9448081858562167,4.599677772332246,30.160045599286303,30.051472223487423,26.5555647885182,34.13741834601832,2.295619712386355,0.9736099913042064,-2.630870819463886,4.950982738036235,2.295619712386355,0.6615,0.3385,30.160045599286303,26.5555647885182,34.13741834601832,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-12,27.755245000442127,107890578358,0.7526752697799898,1.3122835136557258,5.180046192899142,29.31291453214909,29.189492929760206,25.817347828935297,33.20279017563774,2.267179978710813,1.557669531707008,-1.9378971715068314,5.447545175195613,2.2671799787108133,0.7565,0.2435,29.31291453214909,25.817347828935297,33.20279017563774,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-13,46.29083843719474,107858538606,0.7007834948836157,0.6488182535887352,8.90524766084978,42.20781659721727,42.377865236804936,37.49105907134111,46.32056108938802,2.718243232733286,-4.083021839977633,-8.79977936585363,0.029722652193273025,2.718243232733286,0.0515,0.9485,42.20781659721727,37.49105907134111,46.32056108938802,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-14,36.228323920482204,108062171960,0.7332636821164132,0.487555862406968,6.849104464502049,37.0132544887978,36.92549712595677,33.484360236182425,40.83327978325838,2.252866249220853,0.7849305683157505,-2.7439636842997777,4.604955862776173,2.252866249220853,0.638,0.362,37.0132544887978,33.484360236182425,40.83327978325838,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-15,34.17915395682005,107844318514,0.7340280265014407,0.668803061487691,5.485019267191604,34.8724115025477,34.801111768842354,31.227895595389427,38.620946473777536,2.2421890143486327,0.6932575457276887,-2.9512583614306225,4.441792516957489,2.2421890143486327,0.61475,0.38525,34.8724115025477,31.227895595389427,38.620946473777536,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-16,34.56265413741616,108002812540,0.7351926061013262,0.2826924565032062,5.343493805864881,35.49528032773965,35.377666756527304,31.986177352155554,39.42922670063882,2.257525579272735,0.9326261903234705,-2.5764767852606067,4.866572563222663,2.257525579272735,0.657,0.343,35.49528032773965,31.986177352155554,39.42922670063882,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-17,27.84328534037856,107938758996,0.786460108209695,0.7599218931437509,4.692871935097728,30.60961397913027,30.48036761018604,26.73409543238411,34.82120406756184,2.4666013251328143,2.7663286387517125,-1.1091899079944518,6.9779187271832726,2.4666013251328147,0.87875,0.12125,30.60961397913027,26.73409543238411,34.82120406756184,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-18,21.932560053723975,107393638273,0.7734468142364175,1.7318695522106897,4.568939316803543,24.29157322099746,24.172668749961367,20.34743590959526,28.635593490932695,2.531940460829179,2.3590131672734453,-1.5851241441287174,6.703033437208719,2.531940460829179,0.829,0.171,24.29157322099746,20.34743590959526,28.635593490932695,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-19,20.342553053080525,107813142128,0.8082793412700463,1.6794649638169714,4.58241183026321,24.76790391597957,24.767147941817917,20.43523432684857,29.496656806056002,2.800282208373323,4.425350862898987,0.0926812737680463,9.154103752975479,2.800282208373323,0.95425,0.04575,24.76790391597957,20.43523432684857,29.496656806056002,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-20,39.52640176703787,107964279468,0.7278268114446784,0.7367620984452231,4.9660436724222405,38.40848511170442,38.51850511309556,34.50613709179615,41.89514456468064,2.244495899333326,-1.1179166553335136,-5.020264675241718,2.368742797642776,2.244495899333327,0.308,0.692,38.40848511170442,34.50613709179615,41.89514456468064,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-21,40.12805738762296,107865462611,0.7428419166529722,0.6962411135283508,5.1626623993170275,40.15980358557918,40.17935739417814,36.33514479322023,43.887706649726546,2.2609020806948337,0.03174619795615676,-3.7929125944027287,3.7596492621035846,2.2609020806948332,0.509,0.491,40.15980358557918,36.33514479322023,43.887706649726546,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-22,39.139038719465795,107838403023,0.7380889758916208,0.9623196258392778,6.0219537061450605,39.23676058591583,39.28503085969636,35.43898935260525,42.84000989018516,2.2327732784262397,0.09772186645004492,-3.7000493668605428,3.7009711707193613,2.2327732784262397,0.5275,0.4725,39.23676058591583,35.43898935260525,42.84000989018516,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-23,32.68626514897525,107864151826,0.7397241884393044,1.484399876174131,5.079053603363857,33.774023690143444,33.682600162585345,30.01211933214833,37.74534867968126,2.33002360168433,1.0877585411682444,-2.6741458168269228,5.059083530706005,2.33002360168433,0.679,0.321,33.774023690143444,30.01211933214833,37.74534867968126,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-24,28.41000116601142,107750826814,0.7687035838842149,0.8290686664474858,4.804759340476838,31.642978848128955,31.487845990056044,27.70600724446102,36.07960879839441,2.62950936332255,3.2329776821175176,-0.7039939215504006,7.669607632382989,2.62950936332255,0.9015,0.0985,31.642978848128955,27.70600724446102,36.07960879839441,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-25,22.2760603585199,107936575620,0.863838304430802,2.110026937702611,3.7693413231637742,27.69912747336317,27.780121711066155,22.322524466522268,33.06370631701711,3.29700568909847,5.423067114843342,0.046464108002367756,10.787645958497206,3.2970056890984694,0.95125,0.04875,27.69912747336317,22.322524466522268,33.06370631701711,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-26,24.097848636335737,107778568328,0.8172288145018755,1.6828529204676792,4.2443369795615276,27.925285286826988,27.903029664411456,23.49845621913107,32.65318965665523,2.842464830609367,3.827436650491288,-0.5993924172046653,8.555341020319492,2.8424648306093676,0.918,0.082,27.925285286826988,23.49845621913107,32.65318965665523,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-27,32.11298909498467,107702123594,0.7561341636926578,0.6067315188667779,5.7068210014328375,34.81214622838781,34.673982776485275,31.01350452877691,39.19461190546447,2.4987213528161303,2.699157133403155,-1.0994845662077608,7.0816228104798,2.4987213528161307,0.8715,0.1285,34.81214622838781,31.01350452877691,39.19461190546447,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-28,39.42700221141667,107824735828,0.724633341690288,1.1341177605558916,7.2714483545246384,38.138955500443316,38.22772020538706,34.309039776775535,41.783045684659754,2.28180777654877,-1.288046710973311,-5.117962434641139,2.3560434732430826,2.2818077765487703,0.28675,0.71325,38.138955500443316,34.309039776775535,41.783045684659754,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-29,37.53769830008519,107940875890,0.7116296670420713,1.4056307849655703,5.835847259419583,38.01213546539753,37.909981525141674,34.362919710731866,41.910491697689615,2.311775216592157,0.47443716531237057,-3.1747785893533216,4.37279339760443,2.3117752165921575,0.5735,0.4265,38.01213546539753,34.362919710731866,41.910491697689615,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-11-30,44.545688439665355,107888214993,0.7283039027455033,1.5315001924395086,6.522870133222599,43.222797687755055,43.3654139307679,39.26340639576748,46.75387346943616,2.3223317902800416,-1.322890751910225,-5.282282043897867,2.2081850297708043,2.3223317902800416,0.2925,0.7075,43.222797687755055,39.26340639576748,46.75387346943616,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-01,43.59818939835931,107863170034,0.6997223710756355,1.0059136994588247,5.911663132905033,41.676987799255194,41.787121777049585,37.65142261666615,45.21884412002074,2.318056771671737,-1.9212015991041338,-5.946766781693157,1.6206547216614344,2.318056771671736,0.19225,0.80775,41.676987799255194,37.65142261666615,45.21884412002074,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-02,33.758724080897785,108073234725,0.7339227617227723,1.3247591372498233,5.193341832127818,34.89189271126764,34.73368773142378,31.27225602599863,38.85832227645054,2.295797393975211,1.133168630369849,-2.4864680548991593,5.099598195552751,2.2957973939752114,0.68725,0.31275,34.89189271126764,31.27225602599863,38.85832227645054,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-03,32.603718951992796,107731495784,0.7861104313619274,1.3567304767927317,4.5797105502627264,35.53026569344919,35.421841079022485,31.654797978129146,39.92940790825671,2.5360678352020027,2.9265467414563506,-0.9489209738636514,7.325688956263912,2.5360678352020036,0.8855,0.1145,35.53026569344919,31.654797978129146,39.92940790825671,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-04,46.736066326951985,107932894414,0.7330198259786489,0.29113523981152245,6.493314357443849,47.478602713036885,47.37023031683919,43.86347505446591,51.223621727766904,2.246323809241098,0.7425363860849743,-2.872591272486078,4.487555400814917,2.2463238092410984,0.6255,0.3745,47.478602713036885,43.86347505446591,51.223621727766904,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-05,56.133104733287375,107825092919,0.7427736262980629,0.2972660938303694,6.382896261233403,55.149149390727665,55.35698807761163,50.9624373766959,58.75447555547728,2.381771161012851,-0.9839553425595788,-5.17066735659147,2.6213708221899044,2.3817711610128516,0.35225,0.64775,55.149149390727665,50.9624373766959,58.75447555547728,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-06,56.235368431249604,107655420086,0.7387027681530384,0.4402080655478754,6.225087027650835,55.74045156257335,55.85086449510224,51.72631431592709,59.35914149087384,2.3202061362308837,-0.4949168686764556,-4.50905411532251,3.12377305962423,2.320206136230884,0.429,0.571,55.74045156257335,51.72631431592709,59.35914149087384,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-07,49.22061521814559,107619362929,0.7496207062585739,0.554097753515645,6.421918834683439,50.37045332110288,50.28342212322919,46.788540142642724,54.35840683408112,2.3137891451673402,1.1498381029571965,-2.4320750755028646,5.1377916159355355,2.31378914516734,0.69325,0.30675,50.37045332110288,46.788540142642724,54.35840683408112,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-08,42.20713081334745,107734640482,0.7471446228937908,0.49279798809750175,5.419992736208643,43.75273731498132,43.59584479756168,40.15955835204973,47.59690428950756,2.3137477709818293,1.5456065016337825,-2.0475724612977153,5.389773476160113,2.3137477709818293,0.7565,0.2435,43.75273731498132,40.15955835204973,47.59690428950756,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-09,33.942454745305405,107775026891,0.8066797631272544,0.8831910082457654,4.3734405115095925,37.868957968030934,37.847981800238216,33.51674555189965,42.40971316138388,2.7351889925401798,3.9265032227256644,-0.4257091934057523,8.467258416078472,2.7351889925401793,0.92925,0.07075,37.868957968030934,33.51674555189965,42.40971316138388,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-10,30.82702483548028,108026932108,0.8109175677629658,1.491794666324013,4.171652971820197,33.90084449156047,33.79684850436831,29.477547382950668,38.41307464578613,2.7434408327540503,3.073819656080196,-1.3494774525296127,7.586049810305854,2.7434408327540503,0.87225,0.12775,33.90084449156047,29.477547382950668,38.41307464578613,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-11,36.474928148193584,108107606481,0.7840728589590602,-0.27282509575960995,4.978385122166239,41.29405076052527,41.23659036291032,36.68684147561604,46.22962606206916,2.89689890273404,4.819122612331592,0.21191332742245814,9.754697913875573,2.89689890273404,0.959,0.041,41.29405076052527,36.68684147561604,46.22962606206916,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-12,42.428802077850385,108106962359,0.7746299051463326,0.8295248491287018,7.170504869457518,43.726581401244154,43.673970251826816,39.82634883026014,47.72880328640421,2.381169722294447,1.2977793233936832,-2.6024532475902524,5.300001208553825,2.3811697222944472,0.70775,0.29225,43.726581401244154,39.82634883026014,47.72880328640421,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-13,47.214895018525205,107951238138,0.7547127772069969,0.527680800446959,5.106567496768944,48.40037378154453,48.313558345325546,44.74906092900576,52.35099409801161,2.3225908691984403,1.1854787630193357,-2.4658340895194426,5.136099079486404,2.3225908691984403,0.69125,0.30875,48.40037378154453,44.74906092900576,52.35099409801161,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-14,44.997666968455164,107686124251,0.7158737443271633,0.5764576523575384,5.499818466501205,47.97173172491267,47.762357385404286,44.008298900301035,52.82635438662607,2.7752423332890928,2.9740647564575653,-0.989368068154128,7.828687418170909,2.7752423332890928,0.86425,0.13575,47.97173172491267,44.008298900301035,52.82635438662607,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-15,56.37726248682539,107844138701,0.8601294650773469,0.8785318887595839,8.554920597048778,59.86155306534174,59.85926301315377,54.71606927521595,64.96161082412308,3.1440590363087897,3.4842905785162452,-1.6611932116094372,8.5843483372977,3.14405903630879,0.87025,0.12975,59.86155306534174,54.71606927521595,64.96161082412308,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-16,51.17097561250472,107658432944,0.9233018132123776,1.519587933438368,5.270546792239982,57.6856714243392,57.847262276731016,50.97041410232398,63.92767624774901,3.9733605910966445,6.514695811834486,-0.20056151018074,12.756700635244288,3.9733605910966445,0.94425,0.05575,57.6856714243392,50.97041410232398,63.92767624774901,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-17,39.25714777133591,107644874518,0.8438762940038409,1.4336632691416153,4.4140298055178055,47.852593875726875,48.07652967961626,40.88461760753811,53.85704070875127,3.819702843207467,8.595446104390877,1.6274698362022013,14.59989293741536,3.819702843207467,0.98925,0.01075,47.852593875726875,40.88461760753811,53.85704070875127,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-18,58.47570617780943,107799727606,0.7935368133089264,0.9155633092263544,6.475507219894484,59.47942139992628,59.48586892222568,55.178073545162114,63.72368132136901,2.580454842140557,1.0037152221167762,-3.2976326326473164,5.247975143559579,2.580454842140557,0.6565,0.3435,59.47942139992628,55.178073545162114,63.72368132136901,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-19,53.93996502207173,107521423941,0.7909713679560569,0.8120952636215614,5.1605092090804305,56.604364213678956,56.53455041637092,52.650334795025486,61.021179891037654,2.561964901188979,2.6643991916072034,-1.2896302270462459,7.081214868965922,2.561964901188979,0.85625,0.14375,56.604364213678956,52.650334795025486,61.021179891037654,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-20,54.37931118940642,107579988983,0.7768796801133983,0.4382807239691187,4.882222623572586,55.42290683288198,55.412472877789526,51.37792226797465,59.44579085354036,2.415197294001798,1.0435956434755904,-3.001388921431773,5.066479664133937,2.415197294001798,0.674,0.326,55.42290683288198,51.37792226797465,59.44579085354036,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-21,40.687972164016095,107751019186,0.7258201168604973,0.8698815736005056,4.508691925257437,41.705565236956076,41.56491402461426,38.03646178211129,45.668160981809905,2.3307956500128304,1.0175930729399791,-2.6515103819048043,4.980188817793806,2.3307956500128304,0.66125,0.33875,41.705565236956076,38.03646178211129,45.668160981809905,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-22,32.93130552399383,107605180103,0.7640140378070022,0.24972207711400177,4.6446180729154785,35.328112072673186,35.20648701011167,31.611529780669002,39.47606800436671,2.402331729032136,2.3968065486793413,-1.319775743324825,6.54476248037288,2.4023317290321358,0.84325,0.15675,35.328112072673186,31.611529780669002,39.47606800436671,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-23,21.803820148257998,107629555293,0.7837800891236504,1.230960353823541,4.650382602423405,24.708543857770966,24.590997864887864,20.841404879624594,28.88029888992768,2.485382795525995,2.9047237095128993,-0.962415268633401,7.076478741669679,2.4853827955259957,0.89,0.11,24.708543857770966,20.841404879624594,28.88029888992768,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-24,21.128362885700398,107427708036,0.7637658844954388,1.1262852104972663,4.994280497566183,22.383370408042047,22.30422665389385,18.611395816809917,26.26455337481477,2.311436744674147,1.2550075223416297,-2.516967068890482,5.136190489114374,2.311436744674147,0.7145,0.2855,22.383370408042047,18.611395816809917,26.26455337481477,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-25,21.607641318735915,107288173904,0.7528711361519962,0.826147971150221,3.574401971799639,23.42089087723247,23.276741230371023,19.804626846324478,27.37854250493177,2.330956104247809,1.813249558496531,-1.8030144724114379,5.770901186195854,2.3309561042478104,0.78625,0.21375,23.42089087723247,19.804626846324478,27.37854250493177,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-26,18.359047196985596,107826286358,0.7949361174294074,1.0972978396925015,3.855067132997407,22.318692405925763,22.28585652288308,18.035319744900765,26.977875630082483,2.7441898230406325,3.9596452089401293,-0.32372745208483056,8.618828433096889,2.744189823040633,0.93425,0.06575,22.318692405925763,18.035319744900765,26.977875630082483,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-27,27.29305144150094,107320132740,0.798334310124505,0.4783970495581045,4.21502944654391,30.113795518622332,29.993237526092155,26.071213284747355,34.529420473761164,2.6053307057987447,2.8207440771214176,-1.2218381567535848,7.236369032260221,2.6053307057987447,0.87075,0.12925,30.113795518622332,26.071213284747355,34.529420473761164,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-28,29.640731584586145,107586891315,0.7689262746164552,0.035442170944033326,5.347254549266404,31.666067516189038,31.49697566177953,27.91646794861875,35.715238333658455,2.405225517444631,2.0253359316028305,-1.7242636359673966,6.074506749072304,2.405225517444631,0.808,0.192,31.666067516189038,27.91646794861875,35.715238333658455,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-29,23.582635437484264,107328229193,0.7790421275329078,0.5166087989521253,4.780489333169201,26.32037686536272,26.265950362337882,22.427929210889296,30.39463651615817,2.4503505794208413,2.737741427878445,-1.1547062265949666,6.812001078673905,2.450350579420841,0.87625,0.12375,26.32037686536272,22.427929210889296,30.39463651615817,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-30,19.01746908777929,107328398745,0.7868790251538396,1.408209034923519,3.2108585821230604,20.68748842373764,20.646043728623702,16.587461721272508,24.84561609682552,2.473738979881475,1.6700193359583715,-2.4300073665067816,5.828147009046229,2.473738979881475,0.75375,0.24625,20.68748842373764,16.587461721272508,24.84561609682552,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2023-12-31,13.816166460473813,107822421080,0.7987281042982667,1.3299155638962534,2.6821417176053663,16.851690210737,16.83766628528326,12.79450625551317,21.105563234793877,2.5546927481366435,3.035523750263213,-1.0216602049606427,7.289396774320064,2.5546927481366435,0.88925,0.11075,16.851690210737,12.79450625551317,21.105563234793877,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2024-01-01,11.947326729660181,107407637525,0.7845793549474147,1.0975264894904875,2.9216357245079863,16.07918888091761,15.960900194778933,11.84999450330548,20.79235745621501,2.768038429905522,4.131862151257392,-0.09733222635470143,8.84503072655483,2.768038429905522,0.94425,0.05575,16.07918888091761,11.84999450330548,20.79235745621501,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2024-01-02,18.637759748438828,107478678978,0.785865669173193,0.23135226779188112,3.7203789003728365,22.27586801309645,22.18825293989931,18.14444148561813,26.781223473014794,2.6719851149627125,3.6381082646575917,-0.49331826282069674,8.143463724575968,2.671985114962712,0.91975,0.08025,22.27586801309645,18.14444148561813,26.781223473014794,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
2024-01-03,33.79932939389156,107766428329,0.7935669010312767,-0.9702082083984225,6.100559281147455,35.15470078025572,35.14123905335245,30.98723738638528,39.25642727236225,2.5208729267583654,1.3553713863641197,-2.8120920075062816,5.457097878470692,2.5208729267583654,0.71525,0.28475,35.15470078025572,30.98723738638528,39.25642727236225,FALSE,0.7301763557357159,TRUE,natural_scale_gwei
