date,BF_obs_gwei,GAS,TIP_obs_gwei,ETHUSD_gwt,ETHUSD_close,ETHUSD_mean,ETHUSD_high,ETHUSD_low,ETHUSD_volatility,BF_cf_gwei,BF_cf_p05_gwei,BF_cf_p95_gwei,is_capped,TIP_cf_gwei,TIP_cf_p05_gwei,TIP_cf_p95_gwei,TF_obs_gwei,TF_cf_gwei,Delta_usd_base_only,Delta_usd_base_only_p05,Delta_usd_base_only_p95,Delta_usd_base_only_close,Delta_usd_base_only_mean,Delta_usd_base_only_high,Delta_usd_base_only_low,Delta_usd_base_plus_tip,Delta_usd_base_plus_tip_p05,Delta_usd_base_plus_tip_p95,Delta_usd_base_plus_tip_close,Delta_usd_base_plus_tip_mean,Delta_usd_base_plus_tip_high,Delta_usd_base_plus_tip_low,is_extrapolation_day,is_synthetic
2023-10-28,13.76299536101857,107789681968.0,4.075458608954247,1785.6123153671506,1775.582842648178,1785.6073207605323,1795.0916137020222,1775.582842648178,,15.56480349144532,11.532605876037763,19.724536943729202,False,4.609004851193771,3.415002088447701,5.840773159209148,17.838453969972818,20.17380834263909,346795.0623832709,-429284.36581075547,1147421.3875297229,344847.1750466335,346794.09234912694,348636.0968727286,344847.1750466335,449487.01900020085,-556402.8177495077,1487192.509239972,446962.32886685134,449485.76172233565,451873.21532853367,446962.32886685134,False,False
2023-10-29,14.02045884080171,107819983084.0,3.730315674023919,1788.7771507726468,1799.5280569867357,1788.8067377602372,1804.5806359458886,1771.4308181835738,,14.892389618480216,11.159785005534092,18.752811104966362,False,3.962303591364576,2.9691981837094064,4.989416251719888,17.75077451482563,18.854693209844793,168165.73347690384,-551726.4971730862,912709.4833069036,169176.44295977752,168168.51499581322,169651.44379833862,166534.97766044244,212908.29707953357,-698520.123797462,1155547.0772879098,214187.91826270596,212911.81865579076,214789.29892188337,210843.6586026168,False,False
2023-10-30,21.870532995080232,107827177101.0,4.730815048670867,1802.9759017992224,1810.0160648552571,1802.9728219478268,1822.7250232789472,1783.1294412983018,,21.976322943608825,18.162200898742874,25.63742657269686,False,4.753698472710408,3.9286657233312265,5.545631808177327,26.6013480437511,26.730021416319232,20566.6029335075,-720936.1081250431,732321.0340978851,20646.910295361933,20566.567801545567,20791.881784630124,20340.21373310241,25015.36486719075,-876881.7995361933,890729.398875635,25113.0435146954,25015.32213583404,25289.373787181743,24740.00541826113,False,False
2023-10-31,24.268844047837796,107631123242.0,5.0515332162746915,1802.9625041960765,1812.443535891506,1802.9691733845168,1813.104335516687,1790.6532221156283,,23.658154574554437,19.71206786324427,27.335753605798395,False,4.924418873579205,4.10304526150313,5.689907070126564,29.320377264112487,28.582573448133644,-118507.27214371154,-884264.6533634373,595148.7646762606,-119130.45271497607,-118507.7105040921,-119173.8865417093,-117698.19295431829,-143174.43059691356,-1068323.3691241906,719028.3259549459,-143927.3255191902,-143174.96020152557,-143979.80004922271,-142196.94246345357,False,False
2023-11-01,26.03745840251109,107945356524.0,4.9774688546090395,1813.799697429006,1845.7727244061282,1813.8056209949598,1849.4157282390854,1791.6262956576888,,26.728887146335076,23.16994176583658,30.54670111618981,False,5.1096463115774755,4.429298041295551,5.839481375886615,31.014927257120128,31.83853345791255,135375.70149782219,-561434.6810338955,882870.2900202199,137762.05703761638,135376.1436121844,138033.95817429916,133720.75590287035,161254.89168065798,-668761.7325280637,1051644.8033886787,164097.43653784742,161255.41831211987,164421.31584453626,159283.57725939434,False,False
2023-11-02,25.856280445981156,107597693913.0,4.636851628268016,1827.1439016546153,1797.7941393299568,1827.1804844574508,1866.7267158465586,1797.7941393299568,,26.169371684600282,22.414907177982684,29.917429318532204,False,4.692998823245289,4.019704189968284,5.365144500928826,30.49313207424917,30.862370507845572,61552.63238349155,-676561.837353646,798407.5335651862,60563.900664398934,61553.86478112178,62886.09408207718,60563.900664398934,72590.97273131745,-797890.8453566072,941587.341649632,71424.9300377723,72592.4261369527,74163.56642962119,71424.9300377723,False,False
2023-11-03,22.074733175842077,107677024419.0,4.58600150467726,1804.2274717524494,1832.5545820924126,1804.2596428929044,1832.5545820924126,1785.8949624118886,0.3011561903044238,22.625239738779847,18.910915516698537,26.494871197972067,False,4.7003686368123025,3.928721870546268,5.504280310536306,26.660734680519337,27.32560837559215,106949.02697325069,-614647.0232080393,858717.2113472325,108628.170504349,106950.93397900365,108628.170504349,105862.33249229002,129167.56953574254,-742339.2653214002,1037114.7662332132,131195.5532860564,129169.87271984035,131195.5532860564,127855.11547322263,False,False
2023-11-04,16.350103636495913,107692112646.0,3.9522426489743947,1838.1544985357023,1861.8723471797591,1838.1688787237356,1861.8723471797591,1828.8029734774495,0.3047658116570735,18.840422241839867,14.898555783421166,22.980901153898095,False,4.554217022984185,3.601366014826115,5.55507779470971,20.302346285470307,23.39463926482405,492970.37531792047,-287340.77976474306,1312597.8072831428,499331.20992519014,492974.23190706875,499331.20992519014,490462.41158503824,612134.0568045266,-356798.4731117659,1629886.6239310668,620032.4695444393,612138.8456309531,620032.4695444393,609019.8534142362,False,False
2023-11-05,19.08082799577823,107653059068.0,4.450853708191673,1882.2380909291876,1898.5570754353175,1882.2341110782006,1901.7382072196847,1852.1585164399992,0.31602293427244416,21.368681881553492,17.62265052890228,25.594491404906165,False,4.984525672194315,4.110714664588201,5.970251238783324,23.5316817039699,26.353207553747808,463584.832086224,-295468.5875424847,1319855.0731588877,467604.10771801043,463583.8518709364,468387.6028832644,456176.3992444937,571722.0821787732,-364390.5158156496,1627728.601914799,576678.9066346432,571720.8733153972,577645.1623364103,562585.5350857746,False,False
2023-11-06,30.00516518529783,107776634539.0,5.581090430088055,1892.5521411388056,1900.1979638825042,1892.551280623229,1908.9694498404067,1876.4478112027434,0.3199160433308851,28.536554861234873,24.660252030100807,32.106477134695965,False,5.307922561338162,4.586913478356477,5.971943536178002,35.58625561538589,33.844477422573036,-299556.7074468529,-1090217.438980466,428610.69309318607,-300766.9026309319,-299556.57124283124,-302155.26990274957,-297007.68385779514,-355275.54994865996,-1293002.5953971474,508334.1347967465,-356710.84666838095,-355275.3884101015,-358357.4562543581,-352252.3969531782,False,False
2023-11-07,27.725372449989276,107902868960.0,4.178722436615126,1883.9757845164163,1884.9724360593752,1884.011079768963,1899.5647857298547,1861.6795509702742,0.3368263314511635,29.424003576615295,25.840684101865996,33.435874038697456,False,4.434737320208429,3.8946653152712827,5.039399823586367,31.9040948866044,33.858740896823726,345308.59341125377,-383131.4947122791,1160867.2656236412,345491.2668539003,345315.0625782734,348165.8573559071,341221.9798212795,397352.9354465643,-440876.4420891253,1335831.266469568,397563.14112939034,397360.3796357742,400640.8415033981,392650.3941921735,False,False
2023-11-08,31.86806244416528,107937804240.0,4.836190327587798,1887.896656807696,1892.836617820304,1887.8935455823982,1900.0096250931124,1877.9796971027217,0.3195891902118445,33.28573793614427,29.59775215520423,37.09077883217619,False,5.0513320078822765,4.491655648727623,5.628772258908105,36.704252771753076,38.33706994402655,288887.4184726262,-462633.4321363283,1064261.224295403,289643.3351586067,288886.9423905052,290740.9543244942,287369.91756602924,332728.00468419626,-532841.130945645,1225769.9400506194,333598.63675243774,332727.4563534485,334862.8269234731,330980.2129270197,False,False
2023-11-09,49.73681718947975,107941360503.0,6.281703121247237,1962.7582417670958,2111.077269252265,1962.7904218868953,2111.077269252265,1892.1948889231123,0.7951269389383631,48.85345562262737,44.76007935357831,52.48282716934737,False,6.170135565757174,5.653146825046927,6.62852104077344,56.01852031072699,55.02359118838454,-187151.45050901105,-1054385.5876714638,581777.3493085725,-201293.85508092833,-187154.5189236379,-201293.85508092833,-180423.14665756928,-210788.4646414125,-1187553.281370909,655255.1630798082,-226717.03873444954,-210791.92059329702,-226717.03873444954,-203210.38370947746,False,False
2023-11-10,38.926638923613076,107972463441.0,6.289433001105873,2099.3957902380375,2083.3442395948123,2099.373589069429,2127.9431724899578,2077.893906761376,0.839806948510774,36.90360053055921,32.95096875024132,40.8213285913878,False,5.962567780177207,5.323935382216151,6.5955607340124,45.216071924718946,42.86616831073642,-458576.1427489377,-1354546.6007237213,429482.44706459355,-455069.96339326946,-458571.29329353134,-464811.81707939866,-453879.4338994613,-532668.9492556779,-1573402.6419258735,498874.5433425284,-528596.2714619964,-532663.3162667913,-539912.1304503998,-527213.3864066962,False,False
2023-11-11,29.186435607982087,107895921915.0,4.599677772332246,2060.8413888866967,2044.0095568390723,2060.843860441358,2079.8534704327935,2041.5791937573194,0.8846416719001435,30.160045599286303,26.5555647885182,34.13741834601832,False,4.753115221703346,4.185061948985319,5.3799349286777725,33.78611338031433,34.913160820989646,216488.3947312044,-584990.91580598,1100882.6068676426,214720.23522119768,216488.65436443192,218485.58628442566,214464.92910932517,250606.19077138562,-677183.3900289426,1274377.764850258,248559.37565213107,250606.49132188037,252918.13256399307,248263.83421095373,False,False
2023-11-12,27.755245000442127,107890578358.0,5.180046192899142,2049.908919978792,2044.9474053422068,2049.9069782340994,2058.9519699665784,2033.8986246664742,0.8883804865901095,29.31291453214909,25.817347828935297,33.20279017563774,False,5.470758817752034,4.818370521676133,6.1967381963373604,32.93529119334127,34.78367334990112,344503.3199522634,-428596.69250807306,1204811.007883202,343669.4983870043,344502.9936267928,346023.07564136933,341812.66387737467,408799.0273377111,-508587.0029982251,1429668.5681190763,407809.58710561594,408798.64010912064,410602.4196753627,405606.20589707233,False,False
2023-11-13,46.29083843719474,107858538606.0,8.90524766084978,2063.525096076282,2062.861830800028,2063.5053776209647,2103.0865406819407,2037.076902475754,0.884430409328487,42.20781659721727,37.49105907134111,46.32056108938802,False,8.119772134434548,7.212381053560237,8.910965586639298,55.196086098044525,50.327588731651815,-908753.2763588664,-1958556.344630953,6615.335068319375,-908461.1817804981,-908744.5925726074,-926175.6922389751,-897105.7889433003,-1083575.6226761432,-2335335.636073924,7887.96695686948,-1083227.3361028018,-1083565.2683375701,-1104349.6937325387,-1069687.4378879645,False,False
2023-11-14,36.228323920482204,108062171960.0,6.849104464502049,2031.761181116301,1983.6534711074553,2031.671467358284,2061.4989486283202,1974.2563800900928,0.9522607028522109,37.0132544887978,33.484360236182425,40.83327978325838,False,6.997498617970878,6.3303475393453805,7.719689143710564,43.07742838498425,44.010753106768675,172336.62883689054,-602455.1343666692,1011048.1122381755,168256.07023529737,172329.01919912372,174859.02499731962,167458.9967397225,204917.53367131643,-716351.6027627711,1202190.6601119358,200065.52971671222,204908.48540215954,207916.79856134937,199117.76640040317,False,False
2023-11-15,34.17915395682005,107844318514.0,5.485019267191604,2006.7211019103725,2054.8463618644923,2006.6891975729905,2054.8463618644923,1972.6650266553222,0.9712007608775362,34.8724115025477,31.227895595389427,38.620946473777536,False,5.596272196396523,5.011405760100179,6.1978314557893235,39.664173224011655,40.46868369894422,150030.27085497096,-638692.0619287195,961263.7302075865,153628.3023796352,150027.8855626778,153628.3023796352,147484.10627340138,174106.9032766254,-741188.4042871976,1115525.8891744856,178282.34149373378,174104.13519620936,178282.34149373378,171152.1340290365,False,False
2023-11-16,34.56265413741616,108002812540.0,5.343493805864881,2024.9169962793887,1959.9120095334672,2024.7903868169008,2076.1629340114773,1953.5870997113814,0.5388174408436492,35.49528032773965,31.986177352155554,39.42922670063882,False,5.487680714988449,4.945162483037139,6.095881057260046,39.90614794328104,40.9829610427281,203962.2988432431,-563467.0498109501,1064303.5095744599,197414.5901927976,203949.54594666915,209124.11006089774,196777.50573468933,235495.50448670037,-650580.8078719754,1228848.1417187476,227935.49971810498,235480.77995265962,241455.34776980113,227199.92002169183,False,False
2023-11-17,27.84328534037856,107938758996.0,4.692871935097728,1960.335015481423,1961.3843275876868,1960.3283319010097,1985.7877018360714,1917.906157885821,0.5435481485130282,30.60961397913027,26.73409543238411,34.82120406756184,False,5.159125319831331,4.505922509902849,5.868971614423359,32.53615727547629,35.7687392989616,585344.430913771,-234700.29062175518,1476500.589665566,585657.7492970277,585342.4352362249,592944.4523855243,572675.4252042954,684001.8421574559,-274258.0652720343,1725358.7288790536,684367.9690735261,683999.5101166166,692882.816183296,669197.5273200244,False,False
2023-11-18,21.932560053723975,107393638273.0,4.568939316803543,1949.3901567786395,1961.6203506579561,1949.3985689283502,1967.4722852309785,1928.4714904049522,0.5381922194022845,24.29157322099746,20.34743590959526,28.635593490932695,False,5.060363390528262,4.238729983903776,5.965299474399997,26.50149937052752,29.351936611525723,493864.3636810985,-331849.07047401776,1403294.135499173,496962.797771833,493866.4948403996,498445.34447196865,488564.7658444242,596745.0261693614,-400979.08820197603,1695625.0687334528,600488.9187612013,596747.6012867548,602280.3061024047,590341.4285779883,False,False
2023-11-19,20.342553053080525,107813142128.0,4.58241183026321,1965.3956773631598,2004.0603082749603,1965.3971590099218,2004.0603082749603,1948.8817116304579,0.5730875651994971,24.76790391597957,20.43523432684857,29.496656806056002,False,5.579276879320719,4.603289434182951,6.644486989838098,24.924964883343733,30.34718079530029,937711.8607569378,19638.743316596985,1939713.240757906,956159.1807624581,937712.5676668786,956159.1807624581,929832.8663569582,1148943.0623125369,24062.61329351945,2376657.6537120705,1171545.8694493612,1148943.9284626904,1171545.8694493612,1139289.2269152235,False,False
2023-11-20,39.52640176703787,107964279468.0,4.9660436724222405,2022.0340978088223,2026.0528716616452,2022.0928067022971,2046.9847712000512,2000.988500086534,0.5759473359671321,38.40848511170442,34.50613709179615,41.89514456468064,False,4.825590135436141,4.33530440677121,5.263649314624648,44.492445439460106,43.23407524714057,-244049.53929036064,-1095961.2018151481,517114.210351978,-244534.58546656332,-244056.62516414502,-247060.96246700847,-241509.4394800852,-274711.5934154378,-1233656.2853082558,582083.7405250889,-275257.5801373638,-274719.5695488233,-278101.36772810656,-271852.35889959295,False,False
2023-11-21,40.12805738762296,107865462611.0,5.1626623993170275,2000.3677583293595,1945.681569422054,2000.3675582802982,2029.55238274439,1945.681569422054,0.5808644917013773,40.15980358557918,36.33514479322023,43.887706649726546,False,5.166746696269824,4.674686441600752,5.646358873646457,45.29071978693999,45.32655028184901,6849.895978964703,-818399.0021353153,811221.7531785409,6662.6330599632975,6849.895293933037,6949.833423264981,6662.6330599632975,7731.167157089276,-923689.8642159143,915589.228588269,7519.811987088116,7731.166383925078,7843.96202134859,7519.811987088116,False,False
2023-11-22,39.139038719465795,107838403023.0,6.0219537061450605,2019.1236254206742,2063.4796625500376,2019.0695531446065,2081.176219063091,1946.8951748444579,0.6955700431423442,39.23676058591583,35.43898935260525,42.84000989018516,False,6.036989245470852,5.452662105567148,6.591387135964199,45.16099242561086,45.27374983138668,21277.868052848986,-805645.2979982592,805846.0107106848,21745.299513460628,21277.298230010503,21931.78883473539,20516.712360511297,24551.69236156886,-929602.3201135225,929833.9145926444,25091.043080003234,24551.034865479673,25306.225749304667,23673.424841950997,False,False
2023-11-23,32.68626514897525,107864151826.0,5.079053603363857,2063.0303385683565,2065.262313464186,2063.037975579355,2081.0123385210513,2048.1028658492123,0.5727968019760605,33.774023690143444,30.01211933214833,37.74534867968126,False,5.248078235359272,4.663523414002317,5.86517451131215,37.76531875233911,39.02210192550272,242055.6641014176,-595069.693409084,1125782.7701857951,242317.54205617547,242056.56015308225,244165.49489694618,240304.2214518172,279668.2113706023,-687536.3871958101,1300715.9113524717,279970.782018872,279669.2466579494,282105.88456891617,277644.61553800607,False,False
2023-11-24,28.41000116601142,107750826814.0,4.804759340476838,2088.2975498854084,2076.4014192970935,2088.2765409049516,2120.7262652551653,2064.927349656047,0.5702531833478711,31.642978848128955,27.70600724446102,36.07960879839441,False,5.351527347452185,4.6856984030821955,6.101859565645826,33.214760506488254,36.99450619558114,727471.0195441847,-158409.7467470729,1725782.8022428872,723326.930859032,727463.7009394037,738767.7577096054,719329.8696449578,850502.4532867072,-185200.3373513472,2017650.8310492707,845657.50757936,850493.8969440439,863709.7196460572,840984.4549392188,False,False
2023-11-25,22.2760603585199,107936575620.0,3.7693413231637742,2082.166202189734,2085.009037183346,2082.1615410714935,2089.0773223866568,2072.191486751717,0.5673662798536392,27.69912747336317,22.322524466522268,33.06370631701711,False,4.686980737192884,3.7772035339640015,5.594723326829971,26.045401681683675,32.38610821055605,1218790.3515553616,10442.431437352641,2424435.938516238,1220454.3973254038,1218787.6231824139,1222835.757059298,1212951.6788679555,1425022.367560555,12209.399550098991,2834675.7395103755,1426967.9871988532,1425019.1775184998,1429752.297791464,1418195.730669476,False,False
2023-11-26,24.097848636335737,107778568328.0,4.244336979561528,2074.7698220563057,2066.9364372810232,2074.739018891852,2092.680569188197,2048.926492529446,0.5689188676804533,27.925285286826988,23.49845621913107,32.65318965665523,False,4.9184606807169216,4.138766418471085,5.751183122272761,28.342185615897264,32.84374596754391,855875.0063014848,-134033.56755395577,1913108.7509279824,852643.6125475203,855862.2995143074,863263.469663256,845214.2286159243,1006619.6637996826,-157640.80469188117,2250063.2376136906,1002819.1269569531,1006604.7189750969,1015309.451970226,994081.2109056604,False,False
2023-11-27,32.11298909498467,107702123594.0,5.7068210014328375,2030.8346600073348,2026.3711949309068,2030.8391307371323,2067.1804045914246,1993.5844162871533,0.5911835939447841,34.81214622838781,31.01350452877691,39.19461190546447,False,6.1864900403227105,5.511430855886851,6.965300978476882,37.819810096417505,40.99863626871052,590373.6988182899,-240484.9877440422,1548929.4048574746,589076.147403293,590374.9984815953,600939.5868686427,579544.8683871179,695289.4079459707,-283221.7374912453,1824190.6965183627,693761.2677918304,695290.9385733207,707732.9671046153,682536.1787382544,False,False
2023-11-28,39.42700221141667,107824735828.0,7.2714483545246384,2033.5936518371466,2050.0979761716903,2033.580015375587,2066.2824549852194,2006.7165759443524,0.48631785688408674,38.138955500443316,34.309039776775535,41.783045684659754,False,7.033896306138215,6.3275521048342664,7.705969050387769,46.69845056594131,45.172851806581534,-282432.18979305576,-1122224.3148324746,516613.6536250558,-284724.36476058135,-282430.2959163239,-286972.11852782726,-278699.41289695445,-334520.63087521424,-1329194.0485124355,611891.7445494812,-337235.547389422,-334518.3877143351,-339897.85018437676,-330099.424910288,False,False
2023-11-29,37.53769830008519,107940875890.0,5.835847259419583,2045.9566259812912,2028.546477126224,2045.9307872111212,2069.245361153574,2025.538978245994,0.2085744873545262,38.01213546539753,34.362919710731866,41.910491697689615,False,5.909606252547527,5.34227616238992,6.515669292230793,43.37354555950477,43.92174171794505,104775.81862942998,-701125.5651687682,965697.9710469055,103884.22465544973,104774.49539595447,105968.46184656055,103730.20713953486,121064.92802324219,-810126.96624801,1115831.4665187986,120034.72122841257,121063.39907154736,122442.9870747299,119856.75917836647,False,False
2023-11-30,44.545688439665355,107888214993.0,6.522870133222599,2036.9137547826467,2049.515550270137,2036.923439570736,2049.515550270137,2027.1597154509157,0.22787497705336057,43.222797687755055,39.26340639576748,46.75387346943616,False,6.329157904780118,5.749380240344017,6.846216896598594,51.06855857288795,49.55195559253517,-290717.1343271508,-1160828.9620985126,485268.5098841862,-292515.7170422501,-290718.51658196317,-292515.7170422501,-289324.99567818886,-333287.13782562804,-1330810.3190351764,556326.8677318661,-335349.08882361604,-333288.7224854082,-335349.08882361604,-331691.1469087431,False,False
2023-12-01,43.59818939835931,107863170034.0,5.911663132905033,2089.1980709044883,2085.7876837694207,2089.2022731697866,2101.633002188794,2049.893611829653,0.26351451673566845,41.676987799255194,37.65142261666615,45.21884412002074,False,5.651159272055954,5.105315841229596,6.131414569866654,49.50985253126434,47.32814707131115,-432938.02875908266,-1340089.1864533082,365210.533252932,-432231.30482317443,-432938.89958147134,-435514.88095560565,-424793.0877550283,-491641.92951198784,-1521797.5543393116,414730.97607345885,-490839.3778847304,-491642.918412872,-494568.18801045476,-482392.5814644802,False,False
2023-12-02,33.758724080897785,108073234725.0,5.193341832127818,2114.0635745803734,2162.9023083476986,2114.0819597827626,2163.12496234358,2090.2531071163066,0.37320540486761955,34.89189271126764,31.27225602599863,38.85832227645054,False,5.367665128140202,4.810830972629308,5.977848870146873,38.952065913025606,40.25955783940784,258899.21714811435,-568092.5288825511,1165124.0117436189,264880.26241605316,258901.46869559048,264907.52978204994,255983.26350296385,298727.5036526168,-655486.1960038287,1344363.2287029051,305628.6551578471,298730.1015714684,305660.117254431,295362.96836055286,False,False
2023-12-03,32.603718951992796,107731495784.0,4.579710550262726,2165.885320553049,2196.4076368232954,2165.8896628323914,2202.9907809301476,2155.2950057197113,0.3582170170714091,35.53026569344919,31.654797978129146,39.92940790825671,False,4.990790556424589,4.446419516753087,5.6087200031519755,37.18342950225552,40.52105624987378,682863.0484153373,-221415.5884608613,1709332.7851403074,692486.1626842292,682864.4174546307,694561.7046394306,679524.1206327138,778782.0174083251,-252516.92717500989,1949435.7439942863,789756.8510319483,778783.5787509476,792123.9358446912,774974.0841476712,False,False
2023-12-04,46.736066326951985,107932894414.0,6.493314357443849,2231.9221610019117,2235.020359231617,2231.928459749399,2261.258129460505,2202.189361720312,0.26743492753187487,47.478602713036885,43.86347505446591,51.223621727766904,False,6.596479269590275,6.094208492987622,7.116796610102588,53.229380684395835,54.07508198262716,178875.3958941793,-692000.9722585635,1081042.308445273,179123.6982071275,178875.90070163633,181226.50072375563,176492.48741490202,203727.5982217702,-788144.7045337029,1231237.8232608591,204010.39862367554,203728.1731650723,206405.35576188797,201013.618365353,False,False
2023-12-05,56.133104733287375,107825092919.0,6.382896261233403,2236.340798607915,2290.4318007125903,2236.361658058265,2295.207292670411,2198.5370315626405,0.276605255239529,55.149149390727665,50.9624373766959,58.75447555547728,False,6.271010683069032,5.794939591184868,6.680972380481802,62.51600099452078,61.420160073796694,-237264.74752614036,-1246821.9154253772,632100.7259143321,-243003.5365183148,-237266.96061111556,-243510.19270166158,-233253.9539793261,-264244.12586451723,-1388598.0559080031,703976.9098405874,-270635.472647254,-264246.59059942135,-271199.7407135312,-259777.26491761563,False,False
2023-12-06,56.235368431249604,107655420086.0,6.225087027650835,2268.1315226038414,2230.324492804942,2268.141518667801,2298.8484192704987,2230.324492804942,0.3745018682133949,55.74045156257335,51.72631431592709,59.35914149087384,False,6.170301211092547,5.725948228292104,6.5708793589408,62.46045545890044,61.9107527736659,-120847.14395042878,-1101005.7370081216,762752.4469201668,-118832.76712663657,-120847.6765455487,-122483.75505352941,-118832.76712663657,-134224.56120793597,-1222883.7778570503,847186.8606190216,-131987.19889681792,-134225.1527597421,-136042.34026336673,-131987.19889681792,False,False
2023-12-07,49.22061521814559,107619362929.0,6.421918834683439,2284.3009345265355,2353.6421870919407,2284.4957993465964,2364.9185584023853,2235.7256785295754,0.4760937476400655,50.37045332110288,46.788540142642724,54.35840683408112,False,6.571940668776562,6.104600803092113,7.092257484471209,55.64253405282903,56.94239398987944,282670.4630473188,-597889.2036975521,1263049.0600215176,291251.08553653857,282694.5765641001,292646.47834649583,276659.52556628647,319551.08232862846,-675897.0855832642,1427841.7695748743,329251.23696779413,319578.3419874664,330828.68965913093,312755.88499118306,False,False
2023-12-08,42.20713081334745,107734640482.0,5.419992736208643,2361.8694248594174,2358.913636043606,2361.868752210014,2380.098432218662,2349.0831386726964,0.49384167706195753,43.75273731498132,40.15955835204973,47.59690428950756,False,5.61847047801343,5.157055463448445,6.112115904205644,47.62712354955609,49.371207792994745,393287.53939611075,-521015.36464018933,1371455.636412408,392795.3551550559,393287.42738965264,396322.94913319964,391158.4263386904,443791.22362413694,-587921.1087025151,1547569.9432640118,443235.8359631863,443791.09723446495,447216.4229159623,441388.7023277909,False,False
2023-12-09,33.942454745305405,107775026891.0,4.3734405115095925,2359.6751178225677,2341.1270113730616,2359.6752926273803,2383.3221431851416,2341.1270113730616,0.49451301226743977,37.868957968030934,33.51674555189965,42.40971316138388,False,4.879365271274232,4.318588443604272,5.464435587032818,38.315895256815,42.748323239305165,998564.9340718971,-108263.8287896115,2153342.7740706443,990715.7651104509,998565.0080456211,1008571.8583911925,990715.7651104509,1127228.7083573136,-122213.48028984986,2430798.1494686045,1118368.1843310893,1127228.7918624545,1138525.0116723834,1118368.1843310893,False,False
2023-12-10,30.82702483548028,108026932108.0,4.171652971820197,2349.870099000032,2351.6199839283076,2349.886245377883,2367.184983053577,2331.378356094543,0.4957113779255934,33.90084449156047,29.477547382950668,38.41307464578613,False,4.587616204456509,3.9890355555987584,5.198231676850309,34.998677807300474,38.48846069601698,780286.8378376219,-342563.84953640576,1925713.112821549,780867.8964152194,780292.199328081,786036.336982879,774146.5564646344,885878.7956509192,-388921.1450776851,2186309.3550099647,886538.485713552,885884.8826826111,892406.3431262954,878907.5835223969,False,False
